pages_admin.documents.passportExist,Hộ chiếu của nhân viên này đã có
pages_admin.documents.validate.employeeExist,Thông tin nhân viên không tồn tại!
pages_admin.documents.validate.chooseFile,Vui lòng chọn file để tải lên!
pages_admin.documents.validate.inputEmployeeId,Vui lòng nhập ID nhân viên
pages_admin.documents.validate.inputCompany,Vui lòng chọn công ty!
pages_admin.documents.validate.inputDocument,Vui lòng nhập tên tài liệu!
pages_admin.documents.validate.inputDocumentGroup,Vui lòng chọn nhóm tài liệu
pages_admin.documents.validate.selectDocumentType,Vui lòng chọn loại tài liệu
pages_admin.documents.validate.selectIdentityType,Vui lòng chọn loại xác thực
pages_admin.documents.validate.invalidAdhaarNumber,Số Adhaar không hợp lệ
pages_admin.documents.validate.invalidPassportNumber,Số hộ chiếu không hợp lệ
pages_admin.documents.validate.selectCountry,Vui lòng chọn công ty!
pages_admin.documents.validate.selectIssuedTime,Vui lòng chọn thời gian ban hành!
pages_admin.documents.validate.selectExpiredTime,Vui lòng chọn thời gian hết hạn!
pages_admin.documents.validate.selectVisaType,Vui lòng chọn loại thị thực!
pages_admin.documents.validate.selectEntryType,Vui lòng chọn loại mục nhập!
pages_admin.documents.validate.invalidVisa,Số hộ chiếu không hợp lệ
component.employeeOnboarding.onboardingOverview,Tổng quan về gia nhập
component.employeeOnboarding.settings,Cài đặt
component.employeeOnboarding.newJoinees,Người mới
component.employeeOnboarding.customFields,Trường tuỳ chỉnh
component.employeeOnboarding.generate,Xuất
component.employeeOnboarding.viewActivityLogs,Xem nhật ký hoạt động
component.onboardingOverview.viewActivityLogs,Xem nhật ký hoạt động
component.onboardingOverview.sentEligibilityForms,Gửi biểu mẫu chính thức
component.onboardingOverview.receivedSubmittedDocuments,Nhận lại tài liệu đã nộp
component.receivedSubmittedDocuments.rookieId,ID người mới
component.onboardingOverview.candidateId,ID ứng viên
component.onboardingOverview.candidateName,Tên ứng viên
component.onboardingOverview.position,Chức vụ
component.onboardingOverview.location,Vị trí
component.onboardingOverview.dateSent,Ngày gửi
component.onboardingOverview.dateReceived,Ngày nhận
component.onboardingOverview.dateJoin,Ngày gia nhập
component.onboardingOverview.documentVerified,Số tài liệu được xác minh
component.onboardingOverview.resubmit,Nộp lại
component.onboardingOverview.expire,Hết hạn vào
component.onboardingOverview.changeRequest,Đổi yêu cầu
component.onboardingOverview.requestDate,Ngày yêu cầu
component.onboardingOverview.comments,Bình luận
component.onboardingOverview.actions,Tách vụ
component.onboardingOverview.viewDraft,Xem nháp
component.onboardingOverview.new,Mới
component.onboardingOverview.review,xem lại
component.onboardingOverview.prepareProvisionalOffer,
component.onboardingOverview.draftFinalOffer,
component.onboardingOverview.viewForm,xem biểu mẫu
component.onboardingOverview.viewDraft2,Xem nháp
component.onboardingOverview.sendOffer,Gửi thư đề nghị
component.onboardingOverview.sendForApproval,Gửi phê duyệt
component.onboardingOverview.createProfile,Gửi phê duyệt
component.onboardingOverview.noData,Không có dữ liệu nào
component.onboardingOverview.pendingEligibilityChecks,
component.onboardingOverview.addTeamMember,Thêm thành viên
component.documentAndTemplates.title,Tài liệu & mẫu
component.documentAndTemplates.subTitle,"Bạn có thể quản lý tất cả tài liệu, mẫu và email tùy chỉnh của mình tại đây. Ứng dụng có thể tạo và gửi thư mời làm việc, sổ tay nhân viên, thỏa thuận tuyển dụng và email tùy chỉnh của công ty bạn cho nhân viên mới."
component.documentAndTemplates.download,Tải về
component.documentAndTemplates.delete,Xoá
component.documentAndTemplates.defaultTemplate,Mẫu hệ thống mặc định
component.documentAndTemplates.recentDocuments,
component.nonExtempNotice.title,
component.nonExtempNotice.formTitle,
component.nonExtempNotice.isSelfInsured,Bjan có bảo hiểm tự túc không?
component.nonExtempNotice.carrierName,Tên hãng bảo hiểm
component.nonExtempNotice.carrierAddress,Địa chỉ hãng bảo hiểm
component.nonExtempNotice.phoneNumber,Số điện thoại
component.nonExtempNotice.policyNumber,Số chính sách
component.nonExtempNotice.save,Lưu
component.nonExtempNotice.yes,Đồng ý
component.nonExtempNotice.no,Không
component.backgroundChecks.title,Kiểm tra lý lịch
component.backgroundChecks.subTitle,
component.backgroundChecks.learnMore,Tìm hiểu thêm
component.backgroundChecks.generalSettings,Cài đặt chung
component.authorization.title,ủy quyền
component.authorization.link,Thay đổi người ký
component.backgroundCheck.title,Kiểm tra lý lịch
component.billingInformation.title,Thông tin thanh toán để kiểm tra lý lịch
component.optionalOnboardingQuestions.title,
component.optionalOnboardingQuestions.subTitle,
component.optionalOnboardingQuestions.addCustomFields,#ERROR!
component.optionalOnboardingQuestions.customFields,Trường tuỳ chỉnh
component.optionalOnboardingQuestions.newSection,#ERROR!
component.optionalOnboardingQuestions.newField,#ERROR!
component.optionalOnboardingQuestions.sectionName,Phần tên
component.optionalOnboardingQuestions.fieldName,
component.optionalOnboardingQuestions.saveOrdering,Lưu đặt hàng
component.optionalOnboardingQuestions.addQuestion,Thêm nhiều câu hỏi
component.emailReminderNote.title,Ghi chú
component.emailReminderNote.note1,Tuỳ chỉnh tin nhắn triong email là cách tốt để nhận ra ngày và cột mốc quan trọng.
component.emailReminderNote.note2,"Ví dụ: bạn có thể nhắc người quản lý về ngày bắt đầu của thành viên trong nhóm hoặc tạo lời nhắc cho các sự kiện, chẳng hạn như gia hạn giấy phép hoặc đăng ký trong 30 ngày."
component.emailReminderNote.note3,Bạn có thể sử dụng tính năng Văn bản tự động để tạo email được cá nhân hóa từ một mẫu.
component.emailReminderHeader.title,Tạo lời nhắc email tùy chỉnh
component.emailReminderForm.title,Tạo lời nhắc email tùy chỉnh
component.emailReminderForm.triggerNote,
component.emailReminderForm.triggerNoteLink,Trường tuỳ chỉnh
component.emailReminderForm.addCondition,#ERROR!
component.emailReminderForm.cancel,Huỷ
component.emailReminderForm.submit,Nộp
component.customEmailsTableField.title,Email tuỳ chỉnh
component.customEmailsTableField.description,
component.customEmailsTableField.titleTable,Email tuỳ chỉnh đã được tạo
component.customEmailsTableField.pagination.showing,
component.customEmailsTableField.pagination.of,
component.customEmailsTableField.emailSubject,
component.customEmailsTableField.createdOn,
component.customEmailsTableField.triggerEvent,
component.customEmailsTableField.frequency,
component.customEmailsTableField.actions,Tách vụ
component.companySignatory.title,Người ký kết công ty
component.companySignatory.description,
component.editEmailNote.title,Ghi chú
component.editEmailNote.note1,Tuỳ chỉnh tin nhắn triong email là cách tốt để nhận ra ngày và cột mốc quan trọng.
component.editEmailNote.note2,"Ví dụ: bạn có thể nhắc người quản lý về ngày bắt đầu của thành viên trong nhóm hoặc tạo lời nhắc cho các sự kiện, chẳng hạn như gia hạn giấy phép hoặc đăng ký trong 30 ngày."
component.editEmailNote.note3,Bạn có thể sử dụng tính năng Văn bản tự động để tạo email được cá nhân hóa từ một mẫu.
component.customEmailsTableField.editEmail,Chỉnh sửa email
component.editEmailHeader.defaultTitle,
component.editEmailHeader.title,Chỉnh sửa lời nhắc trên email tùy chỉnh
component.editEmailForm.addCondition,#ERROR!
component.editEmailForm.triggerNote,
component.editEmailForm.triggerNoteLink,Trường tuỳ chỉnh
component.editEmailForm.cancel,Huỷ
component.editEmailForm.submit,Nộp
component.editEmailForm.title,Chỉnh sửa trên email tùy chỉnh
pages.employeeProfile.title,Hồ sơ nhân viên
pages.employeeProfile.updateSuccess,Cập nhật thông tin thành công
pages.employeeProfile.okay,Đồng ý
pages.employeeProfile.generalInfoTab,Thông tin chung
pages.employeeProfile.validateNumber,Chỉ cần số và nhập tối đa 16 số!
pages.employeeProfile.validateSocialSecurityNumber,"Chỉ cần số, ký tự ""-"" và nhập tối đa 12 số!"
pages.employeeProfile.validateWorkNumber,Chỉ cần số và mã vùng!
pages.employeeProfile.validateVisaNumber,Số hộ chiếu không hợp lệ!
pages.employeeProfile.validateVisaType,Loại hộ chiếu không hợp lệ!
pages.employeeProfile.validatePassPortNumber,Số hộ chiếu không hợp lệ
pages.employeeProfile.validateDate,
pages.employeeProfile.validateName,Chỉ cần từ!
pages.employeeProfile.validateEmail,
pages.employeeProfile.validatelinkedIn,
pages.employeeProfile.employmentAndCompensationTab,Công việc & Lương thưởng
pages.employeeProfile.performanceHistoryTab,Lịch sửa đỉểm hiệu suất
pages.employeeProfile.accountsAndPaychecksTab,Tài khoản và tiền lương
pages.employeeProfile.documentsTab,Tài liệu
pages.employeeProfile.workEligibilityAndI-9Tab,
pages.employeeProfile.timeAndSchedulingTab,
pages.employeeProfile.benefitPlansTab,Chương trình phúc lợi
pages.employeeProfile.putOnLeave,
pages.employeeProfile.raiseTermination,Chỉ định được nêu lên
pages.employeeProfile.requestDetails,Yêu cầu chi tiết
pages.employeeProfile.actionMenu,Tách vụ
pages.employeeProfile.location,Vị trí
pages.employeeProfile.joinedOn,Gia nhập vào
pages.employeeProfile.Payslip,Không có phiếu lương
pages.employeeProfile.bank,Ngân hàng
pages.employeeProfile.self,Bản thân
pages.employeeProfile.cancel,Huỷ
pages.employeeProfile.save,Lưu thay đổi
pages.employeeProfile.add,Thêm
pages.employeeProfile.firstName,Họ
pages.employeeProfile.firstName.placeholder,Nhập họ
pages.employeeProfile.firstName.validate,Vui lòng nhập họ!
pages.employeeProfile.lastName,Tên
pages.employeeProfile.lastName.placeholder,Nhập tên
pages.employeeProfile.lastName.validate,Vui làng nhập tên
pages.employeeProfile.gender,Giới tính
pages.employeeProfile.gender.placeholder,Chọn giới tính
pages.employeeProfile.gender.validate,Vui lòng chọn giới tính!
pages.employeeProfile.male,Nam
pages.employeeProfile.female,Nữ
pages.employeeProfile.other,Khác
pages.employeeProfile.relationship,Quan hệ
pages.employeeProfile.relationship.placeholder,Nhập mối quan hệ
pages.employeeProfile.relationship.validate,Vui lòng chọn quạn hệ!
pages.employeeProfile.father,Ba
pages.employeeProfile.mother,Mẹ
pages.employeeProfile.spouse,Vợ/ chồng
pages.employeeProfile.child,Con
pages.employeeProfile.grandfather,Ông
pages.employeeProfile.grandmother,Bà
pages.employeeProfile.dob,Sinh nhật
pages.employeeProfile.dob.placeholder,Chọn sinh nhật
pages.employeeProfile.dob.validate,Vui lòng chọn ngày tháng năm sinh!
pages.employeeProfile.download,Tải về
pages.employeeProfile.view,Xem
pages.employeeProfile.single,Độc thân
pages.employeeProfile.married,Đã kết hôn
pages.employeeProfile.widowed,Goá chồng
pages.employeeProfile.divorced,Li dị
pages.employeeProfile.separated,Li thân
pages.employeeProfile.notMention,Không đề cập đến
pages.employeeProfile.resident,Thường trú
pages.employeeProfile.nonResident,Tạm trú
pages.employeeProfile.eligibilityDocuments,Tại liệu đủ điều kiện
pages.employeeProfile.bankDetails,Ngân hàng chi tiết
pages.employeeProfile.adhaarIdDetails,Chi tiết ID Adhaar
pages.employeeProfile.passportInformation,ID Adhaar chi tiết
pages.employeeProfile.tdsCertificate,Chứng chỉ TDS
pages.employeeProfile.submit,Nộp
pages.employeeProfile.return,Huỷ & quay lại
pages.employeeProfile.reason,Lý do
pages.employeeProfile.requestSuccess,
pages.employeeProfile.delete,Xoá
pages.employeeProfile.oldTaxRegime,Chế độ thuế cũ
pages.employeeProfile.newTaxRegime,Chế độ thuế mới
pages.employeeProfile.addAnother,Thêm khác
pages.employeeProfile.continue,Tiếp tục
pages.employeeProfile.previous,Trước
pages.employeeProfile.edit,Chỉnh sửa
pages.employeeProfile.makeChanges,Thay đổi
pages.employeeProfile.editEmployment,Chỉnh sửa công việc
pages.employeeProfile.employmentHistory,
pages.employeeProfile.steps,bước
pages.employeeProfile.back,Quay lại
pages.employeeProfile.employmentDetails,Chi tiết công việc
pages.employeeProfile.customerLocation,Vị trí của khách hàng
pages.employeeProfile.jobTitle,Chức danh công việc
pages.employeeProfile.jobTitle.placeholder,Nhập chức danh công việc
pages.employeeProfile.department,Bộ phận
pages.employeeProfile.department.placeholder,
pages.employeeProfile.grade,Bậc lương
pages.employeeProfile.grade.placeholder,
pages.employeeProfile.joiningDate,Ngày gia nhập
pages.employeeProfile.initialJoiningDate,Ngày dự kiến gia nhập
pages.employeeProfile.workLocation,Vị trí làm việc
pages.employeeProfile.workLocation.placeholder,
pages.employeeProfile.locationCustomer,
pages.employeeProfile.employmentType,Loại công việc
pages.employeeProfile.employmentType.placeholder,
pages.employeeProfile.employeeType,Loại nhân viên
pages.employeeProfile.employeeType.placeholder,
pages.employeeProfile.timeOffPolicy,
pages.employeeProfile.regular,
pages.employeeProfile.contingentWorker,Nhân viên dự phòng
pages.employeeProfile.typeToSearch,Nhập để tìm kiếm
pages.employeeProfile.changedReason,Thay đổi lý do
pages.employeeProfile.changeType,
pages.employeeProfile.dateRequired,Vui lòng nhập ngày
pages.employeeProfile.titleRequired,Vui lòng chọn chức danh công việc tương ứng với bộ phận đã chọn
pages.employeeProfile.appropriateDateRequired,Vui lòng nhập ngày thích hợp
pages.employeeProfile.fifthStep,
pages.employeeProfile.firstStep,Khi bạn muốn những thay đổi có hiệu lực?
pages.employeeProfile.fourthStep,
pages.employeeProfile.secondStep,
pages.employeeProfile.seventhStep,
pages.employeeProfile.sixthStep,
pages.employeeProfile.thirdStep,
pages.employeeProfile.employee,Nhân viên
pages.employeeProfile.reportingManager,Người quản lý báo cáo của nhân viên
pages.employeeProfile.others,
pages.employeeProfile.annualCTC,CTC hằng năm
pages.employeeProfile.annualCTC.placeholder,
pages.employeeProfile.compensationType,
pages.employeeProfile.compensationType.placeholder,
pages.employeeProfile.reasonChange,Nhập lý do cho việc thay đổi...
pages.employeeProfile.titleLabel,Tiêu đề
pages.employeeProfile.titleLabel.placeholder,Chọn một tiêu đề
pages.employeeProfile.reportTo,Báo cáo cho
pages.employeeProfile.reportTo.placeholder,Chọn một quản lý
pages.employeeProfile.reportees,người báo cáo
pages.employeeProfile.reportees.placeholder,Chọn người báo cáo
pages.employeeProfile.noChange,Không có thay đổi nào
pages.employeeProfile.requiredField,Phần bắt buộc!
pages.employeeProfile.contactNo,Số điện thoại liên hệ
pages.employeeProfile.contactNo.placeholder,
pages.employeeProfile.addAnotherEmergencyContact,Thêm một liên hệ khẩn cấp khác
pages.employeeProfile.employeeInformation,Thông tin nhân viên
pages.employeeProfile.fullname,Tên đầy đủ
pages.employeeProfile.employeeId,ID nhân viên
pages.employeeProfile.workEmail,Email công việc
pages.employeeProfile.workEmail.placeholder,Nhập email công việc
pages.employeeProfile.workNumber,Số điện thoại công việc
pages.employeeProfile.workNumber.placeholder,Nhập số điện thoại công việc
pages.employeeProfile.adhaarCardNumber, Số ticket Adhaar
pages.employeeProfile.adhaarCardNumber.placeholder,Nhập số thẻ Adhaar
pages.employeeProfile.nationalIdentificationNumber,Mã quốc gia
pages.employeeProfile.nationalIdentificationNumber.placeholder,Nhập mã quốc gia
pages.employeeProfile.socialSecurityNumber,Số BHXH
pages.employeeProfile.socialSecurityNumber.placeholder,
pages.employeeProfile.requireLegalReasons,
pages.employeeProfile.personalInformation,Thông tin cá nhân
pages.employeeProfile.personalNumber,Số điện thoại cá nhân
pages.employeeProfile.personalNumber.placeholder,Nhập số điện thoại cá nhân
pages.employeeProfile.personalEmail,Email cá nhân
pages.employeeProfile.personalEmail.placeholder,Nhập email cá nhân
pages.employeeProfile.bloodGroup,Nhóm máu
pages.employeeProfile.maritalStatus.placeholder,Chọn tình trạng hôn nhân
pages.employeeProfile.nationality,Quốc tịch
pages.employeeProfile.nationality.placeholder,Nhập quốc tịch
pages.employeeProfile.permanentAddress,Địa chỉ thường trú
pages.employeeProfile.currentAddress,Địa chỉ hiện tại
pages.employeeProfile.contentNumber,"Số này sẽ vẫn hiển thị với các nhóm Trình quản lý báo cáo, Nhân sự và Tài chính của bạn, tuy nhiên, bạn có thể chọn ẩn số này với đồng nghiệp bằng cách bật/tắt công tắc được đánh dấu!"
pages.employeeProfile.contentEmail,"Email sẽ vẫn hiển thị với các nhóm Trình quản lý báo cáo, Nhân sự và Tài chính của bạn, tuy nhiên, bạn có thể chọn ẩn số này với đồng nghiệp bằng cách bật/tắt công tắc được đánh dấu!"
pages.employeeProfile.addressLine1,Địa chỉ 1
pages.employeeProfile.addressLine1.placeholder,Nhập địa chỉ email 1
pages.employeeProfile.addressLine1.validate,Vui lòng nhập địa chỉ
pages.employeeProfile.addressLine2,Địa chỉ 2
pages.employeeProfile.addressLine2.placeholder,Nhập địa chỉ email 2
pages.employeeProfile.cityName,Tên thành phố
pages.employeeProfile.cityName.placeholder,Nhập thành phố
pages.employeeProfile.shortlyDisabledTitle,
pages.employeeProfile.passportDetails,Chi tiết hộ chiếu
pages.employeeProfile.uploadedFile,file được tải lên:
pages.employeeProfile.issuedByCountry,
pages.employeeProfile.issuedOn,
pages.employeeProfile.validTill,
pages.employeeProfile.passportNumber,Số hộ chiếu
pages.employeeProfile.country,Quốc gia
pages.employeeProfile.country.placeholder,Chọn khu vực
pages.employeeProfile.country.validate,Vui lòng chọn quốc gia
pages.employeeProfile.state,Quận
pages.employeeProfile.state.placeholder,Chọn quận
pages.employeeProfile.zipCode,Mã bưu chính
pages.employeeProfile.zipCode.placeholder,Nhập mã bưu chính
pages.employeeProfile.sameAsAbove,Như trên
pages.employeeProfile.professionalAcademicBackground,
pages.employeeProfile.preJobTitle,Chức danh công việc trước đó
pages.employeeProfile.preJobTitle.placeholder,Nhập chức danh công việc trước đó
pages.employeeProfile.preCompany,Công ty trước
pages.employeeProfile.preCompany.placeholder,Loại của công ty trước
pages.employeeProfile.totalExperience,Tổng số năm kinh nghiệm
pages.employeeProfile.totalExperience.inYrs,Tổng số năm kinh nghiệm (năm)
pages.employeeProfile.totalExperience.placeholder,Nhập tổng số năm kinh nghiệm
pages.employeeProfile.highestQualification,Chất lượng tốt
pages.employeeProfile.highestQualification.placeholder,Nhập chất lượng tốt nhất
pages.employeeProfile.linkedIn,Linkedin
pages.employeeProfile.linkedIn.placeholder,Nhập URL Linkedin
pages.employeeProfile.enterName,Nhập tên
pages.employeeProfile.sureToRemove,Bạn có chắc muốn xoá?
pages.employeeProfile.addAttachments,Thêm file đính kèm
pages.employeeProfile.visaDetails,Chi tiết thị thực
pages.employeeProfile.visaNumber,Số thị thực
pages.employeeProfile.visaType,Loại thị thực
pages.employeeProfile.entryType,Loại mục nhập
pages.employeeProfile.singleEntry,Mục duy nhất
pages.employeeProfile.multipleEntry,Nhiều đầu vào
pages.employeeProfile.validUntil,
pages.employeeProfile.visa,Thị thực
pages.employeeProfile.employeeDetails,Chị tiết của nhân viên
pages.employeeProfile.disabledTitle,
pages.employeeProfile.emergencyDetails,Chi tiết liên hệ khẩn cấp 
pages.employeeProfile.bankDetail,Ngân hàng chi tiết
pages.employeeProfile.required,
pages.employeeProfile.emergencyPersonName,Tên liên hệ khẩn cấp 
pages.employeeProfile.emergencyPersonName.placeholder,
pages.employeeProfile.emergencyPersonName.validate1,Vui lòng nhập tên liên hệ khẩn cấp!
pages.employeeProfile.emergencyPersonName.validate2,"Định dạng không hợp lệ, vui lòng thử lại"
pages.employeeProfile.relation,Quan hệ
pages.employeeProfile.relation.validate,Vui lòng nhập mối quan hệ!
pages.employeeProfile.select,Vui lòng có một lưạ chọn
pages.employeeProfile.emergencyContact,
pages.employeeProfile.emergencyContact.validate1,Vui lòng nhập số điện thoại liên hệ khi khẩn cấp!
pages.employeeProfile.emergencyContact.validate2,"Định dạng không hợp lệ, vui lòng thử lại"
pages.employeeProfile.AcademicBackground,
pages.employeeProfile.totalExp,Tổng số năm kinh nghiệm
pages.employeeProfile.totalExp.validate1,Vui lòng nhập số năm kinh nghiệp liên quan!
pages.employeeProfile.totalExp.validate2,
pages.employeeProfile.qualification,Trình độ học vấn cao nhất
pages.employeeProfile.qualification.validate,Vui lòng nhập trình độ học vấn cao nhất của bạn!
pages.employeeProfile.certifications,Chứng chỉ
pages.employeeProfile.addOtherCertification,Thêm chúng nhận khác
pages.employeeProfile.skills,Kỹ năng
pages.employeeProfile.skills.validate,Vui lòng nhập kỷ năng
pages.employeeProfile.bankName,Tên ngân hàng
pages.employeeProfile.bankName.validate,Vui lòng nhập tên ngân hàng!
pages.employeeProfile.branchName,Tên chi nhánh
pages.employeeProfile.branchName.validate,Vui lòng nhập tên chi nhánh!
pages.employeeProfile.accountType,Loại tài khoản
pages.employeeProfile.accountType.validate,Vui lòng nhập loại tài khoản!
pages.employeeProfile.salaryAccount,Tài khoản lương
pages.employeeProfile.personalAccount,Tài khoản cá nhân
pages.employeeProfile.accountNumber,Số tài khoản
pages.employeeProfile.accountNumber.validate1,Vui lòng nhập số tài khoản!
pages.employeeProfile.accountNumber.validate2,Chỉ nhập số và tối đa 16 chữ số
pages.employeeProfile.swiftcode,Mã nhanh
pages.employeeProfile.swiftcode.validate,Vui lòng nhập mã nhanh!
pages.employeeProfile.addAnotherAccount,Thêm tại khoản khác
pages.employeeProfile.limitedAccount,Bạn có thể thêm 4 tài khoản
pages.employeeProfile.checkingAccount,Kiểm tra tài khoản
pages.employeeProfile.savingsAccount,Tài khoản tiết kiệm
pages.employeeProfile.routingNumber,
pages.employeeProfile.routingNumber.validate1,Vui lòng nhập số định tuyến!
pages.employeeProfile.routingNumber.validate2,Chỉ nhập số và tối đa 9 chữ số
pages.employeeProfile.ifscCode,Mã IFSC
pages.employeeProfile.micrcCode,Mã MICR
pages.employeeProfile.micrcCode.validate,Vui lòng nhập mã MICR!
pages.employeeProfile.uanNumber,Số UAN
pages.employeeProfile.uanNumber.placeholder,Nhập số UAN
pages.employeeProfile.uanNumber.validate,Chỉ nhập số và tối đa 16 chữ số
pages.employeeProfile.taxDetails,Chi tiết thuế
pages.employeeProfile.nationalId,Số CMND
pages.employeeProfile.nationalId.validate,Vui lòng nhập số CMND/CCCD
pages.employeeProfile.maritalStatus,Tình trạng hôn nhân
pages.employeeProfile.maritalStatus.validate,Vui lòng chọn tình trạng hôn nhân!
pages.employeeProfile.noOfDependents,Số người phụ thuộc
pages.employeeProfile.noOfDependents.validate,Vui lòng nhập số người phụ thuộc!
pages.employeeProfile.residencyStatus,Tình trạng cư trú
pages.employeeProfile.residencyStatus.validate,Vui lòng chọn tình trạng cư trú!
pages.employeeProfile.socialSecurity,Số sổ BHXH
pages.employeeProfile.socialSecurity.validate,Vui lòng nhập số ticket an sinh xã hội
pages.employeeProfile.incomeTaxRule,Quy tắc thuế thu nhập
pages.employeeProfile.incomeTaxRule.validate,Vui lòng chọn một quy tắc thuế thu nhập!
pages.employeeProfile.panNumber,Số PAN
pages.employeeProfile.panNumber.validate,Vui lòng nhập số PAN
pages.employeeProfile.setApprovalChain,Thiêt lập chuỗi phê duyệt
pages.employeeProfile.approvalChain.validate,Vui lòng nhập vào trường văn bản!
pages.employeeProfile.approvalChain.extra,Nhập Tên của Người quản lý hoặc bất kỳ cơ quan cấp trên nào.
pages.employeeProfile.approvalChain.placeholder,Chọn quản lý của bạn
pages.employeeProfile.reason.validate,Vui lòng nhập vào trường văn bản!
pages.employeeProfile.reason.placeholder,Nhập tại đây...
pages.employeeProfile.manager,Quản lý
pages.employeeProfile.manager1,Quản lý 1
pages.employeeProfile.manager2,Quản lý 2
pages.employeeProfile.search,Tìm kiếm...
pages.employeeProfile.clickItemFilter,Nhấp vào {key}
pages.employeeProfile.validateUpload,Bạn chỉ có thể tải lên file PNG/JPG/PDF
pages.employeeProfile.isLt2M,Hình ảnh phải nhỏ hơn 2MB
pages.employeeProfile.isLt5M,Hình ảnh phải nhỏ hơn 5MB
pages.employeeProfile.uploadFile,Tải file
pages.employeeProfile.loadingChart,Đang tải biểu đồ...
pages.employeeProfile.year,Năm
pages.employeeProfile.performanceScore,Điểm năng suất
pages.employeeProfile.certainty,chắc chắn
pages.employeeProfile.tooltip,tooltip
pages.employeeProfile.effectiveDate,Ngày hiệu lực
pages.employeeProfile.changeDate,Đổi ngày
pages.employeeProfile.changedBy,Thay đổi bởi
pages.employeeProfile.careerPathChart,Định hướng công việc
pages.employeeProfile.documents.infoCollapseType2.type,Loại
pages.employeeProfile.documents.infoCollapseType2.generatedBy,
pages.employeeProfile.documents.infoCollapseType2.uploadedBy,Tải lên bởi
pages.employeeProfile.documents.infoCollapseType2.date,Ngày
pages.employeeProfile.documents.infoCollapseType2.status,Trạng thái
pages.employeeProfile.documents.viewDocument.title,Xem tài liệu
pages.employeeProfile.documents.viewDocument.goBack,Quay lại
pages.employeeProfile.documents.viewDocument.documentType,Loại tài liệu
pages.employeeProfile.documents.viewDocument.documentName,Tên tài liệu
pages.employeeProfile.documents.viewDocument.number,Số
pages.employeeProfile.documents.viewDocument.shareWith,
pages.employeeProfile.documents.viewDocument.emailPlaceholder,
pages.employeeProfile.documents.viewDocument.uploadNewBtn,Tải lên mới
pages.employeeProfile.documents.noDocument,
pages.employeeProfile.BenefitTab.coveredIndividuals,
pages.employeeProfile.BenefitTab.kycDetails,
pages.employeeProfile.BenefitTab.electedCoverage,
pages.employeeProfile.BenefitTab.availablePlans,Kế hoặc phúc lợi có sẵn
pages.employeeProfile.BenefitTab.forGlobalEmployees,Từ nhân viên toàn cầu
pages.employeeProfile.BenefitTab.forIndianEmployees,Từ nhân viên Ấn Độ
pages.employeeProfile.BenefitTab.addDependant,Thêm người phụ thuộc
pages.employeeProfile.BenefitTab.editDependant,Chỉnh sửa người phụ thuộc
pages.employeeProfile.BenefitTab.dependent,Ngừoi phụ thuộc
pages.employeeProfile.BenefitTab.kyc.kycStat,Trạng thái KYC
pages.employeeProfile.BenefitTab.kyc.walletStat,Trạng thái ví
pages.employeeProfile.BenefitTab.kyc.adhaar, Số Adhaar
pages.employeeProfile.BenefitTab.kyc.paytm,
pages.employeeProfile.BenefitTab.health,Sức khoẻ & Hạnh phúc
pages.employeeProfile.BenefitTab.financial,Tài chính
pages.employeeProfile.BenefitTab.legal,Hợp pháp
pages.employeeProfile.BenefitTab.plan,Kế hoạch
pages.employeeProfile.BenefitTab.coverageEndDate,Ngày kết thúc bảo hiểm
pages.employeeProfile.performanceTab.syncWithEPAS,Nhập vào đây để đồng bộ với EPAS
pages.employeeProfile.performanceHistory.performanceReview,Đánh giá hiệu suất
pages.employeeProfile.performanceHistory.performanceReview.date,Ngày
pages.employeeProfile.performanceHistory.performanceReview.reportingTo,Báo cáo cho
pages.employeeProfile.performanceHistory.performanceReview.collaboration_teamwork,Hợp tác & làm việc nhóm
pages.employeeProfile.performanceHistory.performanceReview.problemSolving,Giải quyết vấn đề
pages.employeeProfile.performanceHistory.performanceReview.decisionMaking,Đưa ra quyết định
pages.employeeProfile.performanceHistory.performanceReview.organizing,Tổ chức & kế hoạch
pages.employeeProfile.performanceHistory.projectHistory,Lịch sử dự án
pages.employeeProfile.performanceHistory.projectHistory.projectName,Tên dự án
pages.employeeProfile.performanceHistory.projectHistory.team,Nhóm
pages.employeeProfile.performanceHistory.projectHistory.status,Trạng thái
pages.employeeProfile.performanceHistory.projectHistory.projectDuration,Thời lượng dự án
pages.employeeProfile.performanceHistory.projectHistory.engagement,Cam kết
pages.employeeProfile.performanceHistory.career.careerGraph,Định hướng công việc
pages.employeeProfile.performanceHistory.career.averageScore,Điểm trung bình
pages.employeeProfile.performanceHistory.career.duration,Khoảng thời gian
pages.employeeProfile.performanceHistory.career.performanceScore,Điểm năng suất
pages.employeeProfile.performanceHistory.lestThan1month,Ít hơn 1 tháng
pages.employeeProfile.performanceHistory.1month,1 tháng
pages.employeeProfile.performanceHistory.2month,2 tháng
pages.employeeProfile.performanceHistory.3month,3 tháng
pages.employeeProfile.performanceHistory.roomToImprove,
pages.employeeProfile.performanceHistory.budding,Mới
pages.employeeProfile.performanceHistory.nice,
pages.employeeProfile.performanceHistory.woah,
pages.employeeProfile.compensation.summary,
pages.employeeProfile.compensation.paySlips,Phiếu lương
pages.employeeProfile.compensation.form16,Biểu mẫu 16
pages.employeeProfile.compensation.bankAccount,Tài khoản ngân hàng
